index,lidar_rgb1_x_m,lidar_rgb1_y_m,lidar_rgb1_z_m,nearest_stereo_x_m,nearest_stereo_y_m,nearest_stereo_z_m,nearest_error_m
222,-0.06538651686384107,0.014080546173206001,-0.01599103749185848,-0.0436269,-0.02709843,0.40328,0.42184996371249583
223,-0.06552603448807044,0.01406290177771143,-0.015391326338987644,-0.0436269,-0.02709843,0.40328,0.4212594293585469
224,-0.06525357793596902,0.01407852436215169,-0.014497982318246033,-0.0436269,-0.02709843,0.40328,0.42035900998907294
225,-0.06167693526338605,0.014349859834055118,-0.010032808692795457,-0.0436269,-0.02709843,0.40328,0.41577787619437456
226,-0.06304578252657474,0.014227925750454049,-0.009758913035999343,-0.0436269,-0.02709843,0.40328,0.4155551760719073
227,-0.07339569093062627,0.013357576833973636,-0.013343991009150524,-0.0436269,-0.02709843,0.40328,0.41964082175929285
228,-0.07501702797550114,0.013217612931817242,-0.013508610004631563,-0.0436269,-0.02709843,0.40328,0.41990888164170964
229,-0.07576407264204336,0.01314940172965141,-0.013176514907549838,-0.0436269,-0.02709843,0.40328,0.41962925855248123
230,-0.07607456570590725,0.013116922839908292,-0.012585960940524499,-0.0436269,-0.02709843,0.40328,0.4190639844734769
231,-0.07681594068338018,0.013048987648709256,-0.012229895129022263,-0.0436269,-0.02709843,0.40328,0.41876222431765986
